Player;Turn;Word;Length;Rack;Letters_Used;Direction;Start;Player_Score;Move_Score;Win
PLAYER_2;16;BRAD;4;YVADBWE;BAD;Horizontal;[12, 7];84;9;1
PLAYER_1;17;AR;2;DXRRRNL;R;Vertical;[14, 5];126;4;-1
PLAYER_2;18;STEW;4;YVWETIL;TEW;Horizontal;[11, 11];91;7;1
PLAYER_1;19;DEN;3;DXRRNLE;EN;Vertical;[15, 6];132;6;-1
PLAYER_2;20;VOLED;5;YVILNOE;VOLE;Vertical;[11, 3];101;10;1
PLAYER_1;21;DEAR;4;DXRRLGA;DAR;Vertical;[14, 9];139;7;-1
PLAYER_2;22;IVY;3;YINIEBA;IY;Horizontal;[6, 5];111;10;1
PLAYER_1;23;LEGAL;5;XRLGAIE;LEG;Vertical;[6, 7];147;8;-1
PLAYER_2;24;EEL;3;NIEBAEE;EE;Horizontal;[8, 4];115;4;1
PLAYER_1;25;MA;2;XRAIMIA;MA;Vertical;[2, 6];153;6;-1
PLAYER_2;26;NIM;3;NIBAEUV;NI;Horizontal;[0, 7];120;5;1
PLAYER_1;27;PRIMI;5;XRIIAPM;PIMI;Horizontal;[13, 13];162;9;-1
PLAYER_2;28;ER;2;BAEUVIR;R;Vertical;[10, 2];124;4;1
PLAYER_1;29;RIA;3;XRAUQIO;RIA;Horizontal;[1, 5];167;5;-1
PLAYER_2;30;TAD;3;BAEUVIP;A;Horizontal;[10, 10];130;6;1
PLAYER_1;31;WO;2;XUQOIEH;O;Vertical;[10, 11];180;13;-1
PLAYER_2;32;PUB;3;BEUVIPG;PUB;Vertical;[11, 0];143;13;1
PLAYER_1;33;EX;2;XUQIEHO;X;Horizontal;[2, 9];197;17;-1
PLAYER_2;34;EVIL;4;EVIGLCN;EVL;Vertical;[15, 12];157;14;1
PLAYER_1;35;NE;2;UQIEHO;E;Vertical;[11, 13];199;2;-1
PLAYER_2;36;ICK;3;IGCN;IC;Vertical;[10, 14];184;27;1
PLAYER_1;37;HIT;3;UQIHO;HI;Horizontal;[1, 15];211;12;-1
PLAYER_2;38;NAN;3;GN;N;Vertical;[3, 4];187;3;1
PLAYER_1;39;BO;2;UQO;O;Horizontal;[10, 2];215;4;-1
PLAYER_2;40;WOG;3;G;G;Vertical;[11, 11];194;7;1
PLAYER_1;1;TOGA;4;GFTJANO;TOGA;Horizontal;[7, 11];10;10;-1 
PLAYER_2;2;TWO;3;OITLWSO;TWO;Horizontal;[8, 13];9;9;1 
PLAYER_1;3;DOJO;4;FJNOIDS;DOJ;Vertical;[8, 8];30;20;-1 
PLAYER_2;4;LOOS;4;ILSOKZE;LOS;Horizontal;[5, 11];15;6;1 
PLAYER_1;5;HIS;3;FNISHAN;HIS;Horizontal;[8, 9];57;27;-1 
PLAYER_2;6;INK;3;IKZECNT;INK;Horizontal;[9, 15];26;11;1 
PLAYER_1;7;FA;2;FNANDSS;FA;Horizontal;[9, 7];75;18;-1 
PLAYER_2;8;CAY;3;ZECTYYA;CAY;Horizontal;[6, 13];44;18;1 
PLAYER_1;9;TINTS;5;NNDSSTF;NTS;Vertical;[12, 7];87;12;-1 
PLAYER_2;10;DOE;3;ZETYOVD;DOE;Horizontal;[10, 6];57;13;1 
PLAYER_1;11;FEUS;4;NDSFEUX;FEUS;Vertical;[7, 13];105;18;-1 
PLAYER_2;12;ZEE;3;ZTYVAEA;ZE;Horizontal;[4, 15];69;12;1 
PLAYER_1;13;TREEN;5;NDXTRRE;TREN;Vertical;[6, 14];119;14;-1 
PLAYER_2;14;TAD;3;TYVAADB;TA;Horizontal;[4, 9];75;6;1 
PLAYER_1;15;OUR;3;DXRURRR;UR;Vertical;[13, 4];122;3;-1 
PLAYER_2;16;BRAD;4;YVADBWE;BAD;Horizontal;[12, 7];84;9;1 
PLAYER_1;17;AR;2;DXRRRNL;R;Vertical;[14, 5];126;4;-1 
PLAYER_2;18;STEW;4;YVWETIL;TEW;Horizontal;[11, 11];91;7;1 
PLAYER_1;19;DEN;3;DXRRNLE;EN;Vertical;[15, 6];132;6;-1 
PLAYER_2;20;VOLED;5;YVILNOE;VOLE;Vertical;[11, 3];101;10;1 
PLAYER_1;21;DEAR;4;DXRRLGA;DAR;Vertical;[14, 9];139;7;-1 
PLAYER_2;22;IVY;3;YINIEBA;IY;Horizontal;[6, 5];111;10;1 
PLAYER_1;23;LEGAL;5;XRLGAIE;LEG;Vertical;[6, 7];147;8;-1 
PLAYER_2;24;EEL;3;NIEBAEE;EE;Horizontal;[8, 4];115;4;1 
PLAYER_1;25;MA;2;XRAIMIA;MA;Vertical;[2, 6];153;6;-1 
PLAYER_2;26;NIM;3;NIBAEUV;NI;Horizontal;[0, 7];120;5;1 
PLAYER_1;27;PRIMI;5;XRIIAPM;PIMI;Horizontal;[13, 13];162;9;-1 
PLAYER_2;28;ER;2;BAEUVIR;R;Vertical;[10, 2];124;4;1 
PLAYER_1;29;RIA;3;XRAUQIO;RIA;Horizontal;[1, 5];167;5;-1 
PLAYER_2;30;TAD;3;BAEUVIP;A;Horizontal;[10, 10];130;6;1 
PLAYER_1;31;WO;2;XUQOIEH;O;Vertical;[10, 11];180;13;-1 
PLAYER_2;32;PUB;3;BEUVIPG;PUB;Vertical;[11, 0];143;13;1 
PLAYER_1;33;EX;2;XUQIEHO;X;Horizontal;[2, 9];197;17;-1 
PLAYER_2;34;EVIL;4;EVIGLCN;EVL;Vertical;[15, 12];157;14;1 
PLAYER_1;35;NE;2;UQIEHO;E;Vertical;[11, 13];199;2;-1 
PLAYER_2;36;ICK;3;IGCN;IC;Vertical;[10, 14];184;27;1 
PLAYER_1;37;HIT;3;UQIHO;HI;Horizontal;[1, 15];211;12;-1 
PLAYER_2;38;NAN;3;GN;N;Vertical;[3, 4];187;3;1 
PLAYER_1;39;BO;2;UQO;O;Horizontal;[10, 2];215;4;-1 
PLAYER_2;40;WOG;3;G;G;Vertical;[11, 11];194;7;1 
PLAYER_1;1;MINI;4;MRINIAI;MINI;Horizontal;[7, 10];12;12;-1 
PLAYER_2;2;ANDRO;5;UAODORA;ADRO;Vertical;[11, 8];9;9;1 
PLAYER_1;3;INSERT;6;RAINSTE;INSERT;Vertical;[11, 10];31;19;-1 
PLAYER_2;4;FUND;4;UOASFWN;FUN;Horizontal;[8, 9];25;16;1 
PLAYER_1;5;AIN;3;AIXVCEE;A;Vertical;[9, 7];36;5;-1 
PLAYER_2;6;TWOS;4;OASWTTA;WOS;Horizontal;[10, 14];32;7;1 
PLAYER_1;7;VIE;3;IXVCEET;VE;Horizontal;[5, 12];50;14;-1 
PLAYER_2;8;WATT;4;ATTADBG;ATT;Vertical;[14, 11];46;14;1 
PLAYER_1;9;ROTI;4;IXCETQR;RTI;Vertical;[13, 12];64;14;-1 
PLAYER_2;10;YEA;3;ADBGCHY;YA;Vertical;[7, 11];54;8;1 
PLAYER_1;11;STICH;5;XCEQZSH;SCH;Horizontal;[12, 15];74;10;-1 
PLAYER_2;12;BO;2;DBGCHBL;B;Horizontal;[10, 9];58;4;1 
PLAYER_1;13;ET;2;XEQZTEI;ET;Horizontal;[9, 7];90;16;-1 
PLAYER_2;14;CAIN;4;DGCHBLN;C;Vertical;[9, 7];64;6;1 
PLAYER_1;15;ES;2;XQZEIAJ;E;Vertical;[11, 13];98;8;-1 
PLAYER_2;16;BES;3;DGHBLNP;B;Vertical;[11, 13];69;5;1 
PLAYER_1;17;AH;2;XQZIAJI;A;Vertical;[13, 14];104;6;-1 
PLAYER_2;18;LA;2;DGHLNPA;LA;Vertical;[5, 12];76;7;1 
PLAYER_1;19;SI;2;XQZIJIA;I;Vertical;[14, 10];108;4;-1 
PLAYER_2;20;GENE;4;DGHNPEE;GENE;Vertical;[13, 4];90;14;1 
PLAYER_1;21;BA;2;XQZJIAF;A;Vertical;[12, 7];113;5;-1 
PLAYER_2;22;HO;2;DHPYOOO;HO;Vertical;[12, 3];109;19;1 
PLAYER_1;23;XI;2;XQZJIFU;XI;Vertical;[14, 5];133;20;-1 
PLAYER_2;24;BY;2;DPYOOEP;Y;Horizontal;[8, 15];116;7;1 
PLAYER_1;25;ER;2;QZJFURL;R;Horizontal;[8, 12];135;2;-1 
PLAYER_2;26;ANDROID;7;DPOOEPI;ID;Vertical;[13, 8];129;13;1 
PLAYER_1;27;ALULA;5;QZJFULA;ALU;Vertical;[5, 12];145;10;-1 
PLAYER_2;28;DUPE;4;POOEPDU;DUPE;Vertical;[15, 2];147;18;1 
PLAYER_1;29;FUN;3;QZJFWIN;FN;Horizontal;[2, 14];151;6;-1 
PLAYER_2;30;PSOAE;5;OOPSAEG;PSOAE;Horizontal;[14, 15];185;38;1 
PLAYER_1;31;NAE;3;QZJWIER;E;Horizontal;[6, 13];155;4;-1 
PLAYER_2;32;ORA;3;OGRTVEO;OR;Horizontal;[0, 13];189;4;1 
PLAYER_1;33;WAIR;4;QZJWIRO;WR;Horizontal;[11, 10];162;7;-1 
PLAYER_2;34;TOPE;4;GTVEOLO;TOE;Horizontal;[13, 4];201;12;1 
PLAYER_1;35;OMIT;4;QZJIOME;OMI;Vertical;[14, 0];171;9;-1 
PLAYER_2;36;EL;2;GVLOKLD;L;Horizontal;[14, 4];207;6;1 
PLAYER_1;37;EL;2;QZJEUNE;E;Horizontal;[1, 13];179;8;-1 
PLAYER_2;38;DOG;3;GVOKLDG;DOG;Vertical;[5, 14];221;14;1 
PLAYER_1;39;ON;2;QZJUNEI;N;Horizontal;[10, 2];181;2;-1 
PLAYER_2;40;ELL;3;VKLG;L;Horizontal;[14, 5];224;3;1 
PLAYER_1;41;YE;2;QZJUEI;E;Vertical;[10, 14];189;8;-1 
PLAYER_2;42;VOMIT;5;VKG;V;Vertical;[14, 0];234;10;1 
PLAYER_1;43;ZIT;3;QZJUI;Z;Horizontal;[13, 12];221;32;-1 
PLAYER_2;44;KYE;3;KG;K;Vertical;[10, 14];264;30;1 
PLAYER_1;1;EF;2;FNEAAIE;EF;Horizontal;[7, 9];10;10;-1 
PLAYER_2;2;GRAN;4;GWTRTAN;GRAN;Horizontal;[8, 10];16;16;1 
PLAYER_1;3;GAIN;4;NAAIEWU;AIN;Vertical;[12, 6];15;5;-1 
PLAYER_2;4;TWEENS;6;WTTSEME;TWEES;Horizontal;[11, 8];36;20;1 
PLAYER_1;5;ODA;3;AEWUDOO;ODA;Horizontal;[12, 3];27;12;-1 
PLAYER_2;6;ON;2;TMYOALN;N;Vertical;[14, 0];38;2;1 
PLAYER_1;7;FAME;4;EWUOJME;ME;Vertical;[11, 8];36;9;-1 
PLAYER_2;8;MOTEL;5;TMYOALO;MOTL;Vertical;[13, 4];52;14;1 
PLAYER_1;9;NONE;4;WUOJEIN;ONE;Vertical;[12, 9];50;14;-1 
PLAYER_2;10;SOYA;4;YAORSUE;OYA;Vertical;[15, 7];73;21;1 
PLAYER_1;11;AWA;3;WUJIIAI;WA;Horizontal;[14, 10];56;6;-1 
PLAYER_2;12;EDS;3;RSUEDQS;EDS;Vertical;[9, 10];83;10;1 
PLAYER_1;13;JO;2;UJIIIUD;J;Horizontal;[9, 5];65;9;-1 
PLAYER_2;14;PURLS;5;RUQSLZP;PURLS;Vertical;[7, 11];99;16;1 
PLAYER_1;15;DUI;3;UIIIUDI;UI;Vertical;[15, 1];77;12;-1 
PLAYER_2;16;DRUB;4;QZRVTDB;DRB;Horizontal;[3, 13];106;7;1 
PLAYER_1;17;EH;2;IIUDITH;H;Horizontal;[11, 11];82;5;-1 
PLAYER_2;18;ZEST;4;QZVTREE;ZT;Horizontal;[6, 13];120;14;1 
PLAYER_1;19;LITU;4;IIUDITA;ITU;Horizontal;[5, 15];90;8;-1 
PLAYER_2;20;YE;2;QVREEYN;YE;Horizontal;[10, 3];128;8;1 
PLAYER_1;21;CRAB;4;IDIARCT;CRA;Vertical;[4, 12];114;24;-1 
PLAYER_2;22;ULCER;5;QVRENLU;ULER;Horizontal;[0, 15];152;24;1 
PLAYER_1;23;DATA;4;IDITAOA;DATA;Vertical;[11, 0];135;21;-1 
PLAYER_2;24;AX;2;QVNAEIX;AX;Horizontal;[4, 15];172;20;1 
PLAYER_1;25;NOISIER;7;IIOIONS;NOISI;Vertical;[9, 7];143;8;-1 
PLAYER_2;26;VIE;3;QVNEIOE;VIE;Vertical;[3, 8];182;10;1 
PLAYER_1;27;HO;2;IOHVCEG;O;Vertical;[13, 10];148;5;-1 
PLAYER_2;28;PION;4;QNOELIP;PION;Horizontal;[13, 14];202;20;1 
PLAYER_1;29;HI;2;IHVCEGK;HI;Vertical;[6, 6];160;12;-1 
PLAYER_2;30;LO;2;QELIGRO;LO;Vertical;[7, 5];211;9;1 
PLAYER_1;31;AVE;3;VCEGKFT;VE;Horizontal;[8, 3];167;7;-1 
PLAYER_2;32;ER;2;QEIGREB;ER;Horizontal;[12, 15];215;4;1 
PLAYER_1;33;TO;2;CGKFT;T;Horizontal;[12, 11];174;7;-1 
PLAYER_2;34;NEE;3;QIGEB;E;Horizontal;[2, 10];221;6;1 
PLAYER_1;35;PACK;4;CGKF;CK;Horizontal;[2, 15];186;12;-1 
PLAYER_2;36;GEN;3;QIGB;G;Vertical;[14, 13];225;4;1 
PLAYER_1;37;GO;2;GF;G;Horizontal;[3, 8];196;10;-1 
PLAYER_2;38;BY;2;QIB;B;Horizontal;[13, 8];232;7;1 
PLAYER_1;39;FE;2;F;F;Vertical;[9, 2];201;5;-1 
PLAYER_1;1;EF;2;FNEAAIE;EF;Horizontal;[7, 9];10;10;-1
PLAYER_2;2;GRAN;4;GWTRTAN;GRAN;Horizontal;[8, 10];16;16;1
PLAYER_1;3;GAIN;4;NAAIEWU;AIN;Vertical;[12, 6];15;5;-1
PLAYER_2;4;TWEENS;6;WTTSEME;TWEES;Horizontal;[11, 8];36;20;1
PLAYER_1;5;ODA;3;AEWUDOO;ODA;Horizontal;[12, 3];27;12;-1
PLAYER_2;6;ON;2;TMYOALN;N;Vertical;[14, 0];38;2;1
PLAYER_1;7;FAME;4;EWUOJME;ME;Vertical;[11, 8];36;9;-1
PLAYER_2;8;MOTEL;5;TMYOALO;MOTL;Vertical;[13, 4];52;14;1
PLAYER_1;9;NONE;4;WUOJEIN;ONE;Vertical;[12, 9];50;14;-1
PLAYER_2;10;SOYA;4;YAORSUE;OYA;Vertical;[15, 7];73;21;1
PLAYER_1;11;AWA;3;WUJIIAI;WA;Horizontal;[14, 10];56;6;-1
PLAYER_2;12;EDS;3;RSUEDQS;EDS;Vertical;[9, 10];83;10;1
PLAYER_1;13;JO;2;UJIIIUD;J;Horizontal;[9, 5];65;9;-1
PLAYER_2;14;PURLS;5;RUQSLZP;PURLS;Vertical;[7, 11];99;16;1
PLAYER_1;15;DUI;3;UIIIUDI;UI;Vertical;[15, 1];77;12;-1
PLAYER_2;16;DRUB;4;QZRVTDB;DRB;Horizontal;[3, 13];106;7;1
PLAYER_1;17;EH;2;IIUDITH;H;Horizontal;[11, 11];82;5;-1
PLAYER_2;18;ZEST;4;QZVTREE;ZT;Horizontal;[6, 13];120;14;1
PLAYER_1;19;LITU;4;IIUDITA;ITU;Horizontal;[5, 15];90;8;-1
PLAYER_2;20;YE;2;QVREEYN;YE;Horizontal;[10, 3];128;8;1
PLAYER_1;21;CRAB;4;IDIARCT;CRA;Vertical;[4, 12];114;24;-1
PLAYER_2;22;ULCER;5;QVRENLU;ULER;Horizontal;[0, 15];152;24;1
PLAYER_1;23;DATA;4;IDITAOA;DATA;Vertical;[11, 0];135;21;-1
PLAYER_2;24;AX;2;QVNAEIX;AX;Horizontal;[4, 15];172;20;1
PLAYER_1;25;NOISIER;7;IIOIONS;NOISI;Vertical;[9, 7];143;8;-1
PLAYER_2;26;VIE;3;QVNEIOE;VIE;Vertical;[3, 8];182;10;1
PLAYER_1;27;HO;2;IOHVCEG;O;Vertical;[13, 10];148;5;-1
PLAYER_2;28;PION;4;QNOELIP;PION;Horizontal;[13, 14];202;20;1
PLAYER_1;29;HI;2;IHVCEGK;HI;Vertical;[6, 6];160;12;-1
PLAYER_2;30;LO;2;QELIGRO;LO;Vertical;[7, 5];211;9;1
PLAYER_1;31;AVE;3;VCEGKFT;VE;Horizontal;[8, 3];167;7;-1
PLAYER_2;32;ER;2;QEIGREB;ER;Horizontal;[12, 15];215;4;1
PLAYER_1;33;TO;2;CGKFT;T;Horizontal;[12, 11];174;7;-1
PLAYER_2;34;NEE;3;QIGEB;E;Horizontal;[2, 10];221;6;1
PLAYER_1;35;PACK;4;CGKF;CK;Horizontal;[2, 15];186;12;-1
PLAYER_2;36;GEN;3;QIGB;G;Vertical;[14, 13];225;4;1
PLAYER_1;37;GO;2;GF;G;Horizontal;[3, 8];196;10;-1
PLAYER_2;38;BY;2;QIB;B;Horizontal;[13, 8];232;7;1
PLAYER_1;39;FE;2;F;F;Vertical;[9, 2];201;5;-1
PLAYER_1;1;JUDO;4;DJRDOUI;JUDO;Horizontal;[7, 10];24;24;-1
PLAYER_2;2;HADE;4;OEUEHDA;HAE;Vertical;[9, 8];10;10;1
PLAYER_1;3;AN;2;RDIECVN;N;Horizontal;[6, 10];28;4;-1
PLAYER_2;4;TENON;5;OUEDHNT;TEN;Vertical;[9, 9];26;16;1
PLAYER_1;5;TENONER;7;RDIECVI;ER;Vertical;[11, 9];37;9;-1
PLAYER_2;6;TAO;3;OUDHAOA;AO;Horizontal;[4, 12];32;6;1
PLAYER_1;7;MIC;3;DICVIIM;MIC;Horizontal;[3, 14];59;22;-1
PLAYER_2;8;ADO;3;UDHOAYA;ADO;Horizontal;[8, 7];47;15;1
PLAYER_1;9;GIRD;4;DVIIGFL;GID;Horizontal;[10, 11];71;12;-1
PLAYER_2;10;TACHS;5;UHYATRS;TAHS;Vertical;[6, 13];71;24;1
PLAYER_1;11;UN;2;VIFLLNU;UN;Vertical;[7, 12];76;5;-1
PLAYER_2;12;DIE;3;UYRXETI;IE;Vertical;[11, 5];77;6;1
PLAYER_1;13;OIL;3;VIFLLOG;OIL;Vertical;[3, 14];89;13;-1
PLAYER_2;14;ARTS;4;UYRXTSO;RTS;Vertical;[8, 10];103;26;1
PLAYER_1;15;GELD;4;VFLGEAD;GELD;Horizontal;[11, 7];106;17;-1
PLAYER_2;16;WE;2;UYXONWI;W;Vertical;[12, 4];123;20;1
PLAYER_1;17;FAG;3;VFAGNMU;FA;Vertical;[12, 3];119;13;-1
PLAYER_2;18;OY;2;UYXONIE;OY;Horizontal;[7, 5];134;11;1
PLAYER_1;19;GEM;3;VGNMUOE;GEM;Horizontal;[6, 4];130;11;-1
PLAYER_2;20;GENU;4;UXNIEVP;ENU;Vertical;[10, 1];141;7;1
PLAYER_1;21;DURO;4;VNUORIC;URO;Vertical;[15, 6];136;6;-1
PLAYER_2;22;XI;2;XIVPOBE;XI;Vertical;[11, 0];159;18;1
PLAYER_1;23;UN;2;VNICIAR;N;Horizontal;[12, 8];138;2;-1
PLAYER_2;24;BI;2;VPOBELQ;B;Vertical;[4, 12];177;18;1
PLAYER_1;25;DAK;3;VICIARK;AK;Vertical;[13, 10];146;8;-1
PLAYER_2;26;POL;3;VPOELQL;PL;Horizontal;[14, 8];192;15;1
PLAYER_1;27;YE;2;VICIRYF;Y;Vertical;[7, 2];151;5;-1
PLAYER_2;28;POLIES;6;VOEQLSI;IES;Horizontal;[14, 11];200;8;1
PLAYER_1;29;RICHER;6;VICIRFR;RIC;Horizontal;[5, 11];164;13;-1
PLAYER_2;30;VIRL;4;VOQLOWI;VIL;Vertical;[7, 5];207;7;1
PLAYER_1;31;KIR;3;VIFRABR;IR;Horizontal;[12, 13];178;14;-1
PLAYER_2;32;AZO;3;OQOWAPZ;AZO;Horizontal;[11, 15];222;15;1
PLAYER_1;33;FARO;4;VFABREN;FAR;Vertical;[12, 14];185;7;-1
PLAYER_2;34;WE;2;QOWPTEA;WE;Vertical;[9, 13];232;10;1
PLAYER_1;35;TEEN;4;VBENEST;TEEN;Horizontal;[13, 15];198;13;-1
PLAYER_2;36;PAC;3;QOPTAET;PA;Vertical;[6, 7];242;10;1
PLAYER_1;37;UNS;3;VBS;S;Horizontal;[12, 9];202;4;-1
PLAYER_2;38;ET;2;QOTET;T;Vertical;[15, 13];244;2;1
PLAYER_1;39;BE;2;VB;B;Vertical;[15, 9];212;10;-1
PLAYER_2;40;PE;2;QOET;E;Horizontal;[3, 9];248;4;1
PLAYER_2;42;TOE;3;QOT;TO;Vertical;[4, 8];252;4;1
PLAYER_1;1;JOT;3;EMOIQTJ;JOT;Horizontal;[7, 10];20;20;1
PLAYER_2;2;APT;3;OLTANPE;APT;Horizontal;[8, 12];7;7;-1
PLAYER_1;3;LIME;4;EMIQLCU;LIME;Horizontal;[9, 11];47;27;1
PLAYER_2;4;EL;2;OLNEYNR;EL;Horizontal;[7, 13];13;6;-1
PLAYER_1;5;CUR;3;QCUVTIR;CUR;Vertical;[12, 6];61;14;1
PLAYER_2;6;TORR;4;ONYNRTA;TOR;Horizontal;[11, 8];18;5;-1
PLAYER_1;7;LIE;3;QVTILEU;LIE;Horizontal;[10, 5];71;10;1
PLAYER_2;8;EH;2;NYNAEEH;EH;Horizontal;[6, 14];27;9;-1
PLAYER_1;9;TET;3;QVTUSET;TET;Horizontal;[5, 15];86;15;1
PLAYER_2;10;NEWLY;5;NYNAEDW;NEWY;Vertical;[12, 2];39;12;-1
PLAYER_1;11;USED;4;QVUSFDM;USD;Horizontal;[8, 4];91;5;1
PLAYER_2;12;AIN;3;NADVIUA;AIN;Horizontal;[12, 7];55;16;-1
PLAYER_1;13;MO;2;QVFMXSO;MO;Vertical;[14, 3];101;10;1
PLAYER_2;14;ANA;3;DVUAOAD;AA;Horizontal;[7, 4];65;10;-1
PLAYER_1;15;FEHS;4;QVFXSPS;FS;Vertical;[8, 13];114;13;1
PLAYER_2;16;DOL;3;DVUODIL;DOL;Horizontal;[6, 6];74;9;-1
PLAYER_1;17;EXPO;4;QVXPSEE;EXP;Vertical;[7, 4];140;26;1
PLAYER_2;18;DEIGN;5;VUDIRNG;DIGN;Horizontal;[3, 8];90;16;-1
PLAYER_1;19;DE;2;QVSEDUI;DE;Horizontal;[10, 10];152;12;1
PLAYER_2;20;URGE;4;VURKIIE;URE;Vertical;[5, 6];96;6;-1
PLAYER_1;21;ALS;3;QVSUITA;AS;Vertical;[8, 5];163;11;1
PLAYER_2;22;GO;2;VKIIGIA;G;Horizontal;[13, 4];99;3;-1
PLAYER_1;23;VOTE;4;QVUITEO;VOTE;Horizontal;[14, 5];180;17;1
PLAYER_2;24;RE;2;VKIIIAE;E;Horizontal;[2, 8];103;4;-1
PLAYER_1;25;URD;3;QUIYRRN;UR;Vertical;[4, 3];184;4;1
PLAYER_2;26;VAV;3;VKIIIAH;VA;Vertical;[15, 1];129;26;-1
PLAYER_1;27;NU;2;QIYRNNB;N;Horizontal;[1, 4];186;2;1
PLAYER_2;28;WET;3;KIIIHEW;WE;Vertical;[6, 14];144;15;-1
PLAYER_1;29;RIB;3;QIYRNBA;RIB;Horizontal;[0, 4];206;20;1
PLAYER_2;30;ARE;3;KIIIHZA;A;Horizontal;[2, 8];149;5;-1
PLAYER_1;31;RUB;3;QYNABRO;RB;Horizontal;[1, 8];223;17;1
PLAYER_2;32;OH;2;KIIIHZO;OH;Horizontal;[6, 2];160;11;-1
PLAYER_1;33;NOO;3;QYNAOGI;NO;Vertical;[8, 8];227;4;1
PLAYER_2;34;KA;2;KIIIZAS;KA;Vertical;[6, 9];172;12;-1
PLAYER_1;35;ANA;3;QYAGICN;A;Horizontal;[5, 10];230;3;1
PLAYER_2;36;ALSO;4;IIIZSOF;O;Vertical;[9, 5];176;4;-1
PLAYER_1;37;RUBY;4;QYGICN;Y;Horizontal;[1, 9];239;9;1
PLAYER_2;38;US;2;IIIZSF;S;Vertical;[10, 0];178;2;-1
PLAYER_1;39;RUBYING;7;QGICN;ING;Horizontal;[1, 12];254;15;1
PLAYER_2;40;KIF;3;IIIZF;IF;Horizontal;[4, 12];198;20;-1
PLAYER_1;41;CRIB;4;QC;C;Horizontal;[0, 4];278;24;1
PLAYER_2;42;IF;2;IIZ;I;Vertical;[5, 11];208;10;-1
PLAYER_1;43;QI;2;Q;Q;Horizontal;[3, 12];300;22;1
PLAYER_1;1;JOT;3;EMOIQTJ;JOT;Horizontal;[7, 10];20;20;1 
PLAYER_2;2;APT;3;OLTANPE;APT;Horizontal;[8, 12];7;7;-1 
PLAYER_1;3;LIME;4;EMIQLCU;LIME;Horizontal;[9, 11];47;27;1 
PLAYER_2;4;EL;2;OLNEYNR;EL;Horizontal;[7, 13];13;6;-1 
PLAYER_1;5;CUR;3;QCUVTIR;CUR;Vertical;[12, 6];61;14;1 
PLAYER_2;6;TORR;4;ONYNRTA;TOR;Horizontal;[11, 8];18;5;-1 
PLAYER_1;7;LIE;3;QVTILEU;LIE;Horizontal;[10, 5];71;10;1 
PLAYER_2;8;EH;2;NYNAEEH;EH;Horizontal;[6, 14];27;9;-1 
PLAYER_1;9;TET;3;QVTUSET;TET;Horizontal;[5, 15];86;15;1 
PLAYER_2;10;NEWLY;5;NYNAEDW;NEWY;Vertical;[12, 2];39;12;-1 
PLAYER_1;11;USED;4;QVUSFDM;USD;Horizontal;[8, 4];91;5;1 
PLAYER_2;12;AIN;3;NADVIUA;AIN;Horizontal;[12, 7];55;16;-1 
PLAYER_1;13;MO;2;QVFMXSO;MO;Vertical;[14, 3];101;10;1 
PLAYER_2;14;ANA;3;DVUAOAD;AA;Horizontal;[7, 4];65;10;-1 
PLAYER_1;15;FEHS;4;QVFXSPS;FS;Vertical;[8, 13];114;13;1 
PLAYER_2;16;DOL;3;DVUODIL;DOL;Horizontal;[6, 6];74;9;-1 
PLAYER_1;17;EXPO;4;QVXPSEE;EXP;Vertical;[7, 4];140;26;1 
PLAYER_2;18;DEIGN;5;VUDIRNG;DIGN;Horizontal;[3, 8];90;16;-1 
PLAYER_1;19;DE;2;QVSEDUI;DE;Horizontal;[10, 10];152;12;1 
PLAYER_2;20;URGE;4;VURKIIE;URE;Vertical;[5, 6];96;6;-1 
PLAYER_1;21;ALS;3;QVSUITA;AS;Vertical;[8, 5];163;11;1 
PLAYER_2;22;GO;2;VKIIGIA;G;Horizontal;[13, 4];99;3;-1 
PLAYER_1;23;VOTE;4;QVUITEO;VOTE;Horizontal;[14, 5];180;17;1 
PLAYER_2;24;RE;2;VKIIIAE;E;Horizontal;[2, 8];103;4;-1 
PLAYER_1;25;URD;3;QUIYRRN;UR;Vertical;[4, 3];184;4;1 
PLAYER_2;26;VAV;3;VKIIIAH;VA;Vertical;[15, 1];129;26;-1 
PLAYER_1;27;NU;2;QIYRNNB;N;Horizontal;[1, 4];186;2;1 
PLAYER_2;28;WET;3;KIIIHEW;WE;Vertical;[6, 14];144;15;-1 
PLAYER_1;29;RIB;3;QIYRNBA;RIB;Horizontal;[0, 4];206;20;1 
PLAYER_2;30;ARE;3;KIIIHZA;A;Horizontal;[2, 8];149;5;-1 
PLAYER_1;31;RUB;3;QYNABRO;RB;Horizontal;[1, 8];223;17;1 
PLAYER_2;32;OH;2;KIIIHZO;OH;Horizontal;[6, 2];160;11;-1 
PLAYER_1;33;NOO;3;QYNAOGI;NO;Vertical;[8, 8];227;4;1 
PLAYER_2;34;KA;2;KIIIZAS;KA;Vertical;[6, 9];172;12;-1 
PLAYER_1;35;ANA;3;QYAGICN;A;Horizontal;[5, 10];230;3;1 
PLAYER_2;36;ALSO;4;IIIZSOF;O;Vertical;[9, 5];176;4;-1 
PLAYER_1;37;RUBY;4;QYGICN;Y;Horizontal;[1, 9];239;9;1 
PLAYER_2;38;US;2;IIIZSF;S;Vertical;[10, 0];178;2;-1 
PLAYER_1;39;RUBYING;7;QGICN;ING;Horizontal;[1, 12];254;15;1 
